latitude,longitude,depth,mag,place,locationSource,zone
58.38,-148.357,2.2,2.3,"188 km S of Chenega, Alaska",ak,red
27.87,67.082,37.4,4.0,"46 km E of Khuzdar, Pakistan",us,red
54.306,-162.469,4.6,1.9,"84 km S of King Cove, Alaska",ak,red
-19.591,-68.768,127.78,4.4,Chile-Bolivia border region,us,red
54.242,-162.51,8.3,2.2,"89 km SE of False Pass, Alaska",ak,red
37.57,-119.556,12.66,1.63,"19 km S of Yosemite Valley, CA",nc,yellow
14.882,-87.522,10.0,4.9,Honduras,us,red
-58.982,-25.654,52.43,5.1,South Sandwich Islands region,us,red
52.664,-169.465,16.6,2.3,"50 km SW of Nikolski, Alaska",ak,red
34.649,62.111,10.0,4.0,,us,red
56.602,-156.307,56.8,2.4,"121 km SSE of Ugashik, Alaska",ak,red
31.812,79.397,10.0,4.3,"140 km N of Joshīmath, India",us,red
61.059,-152.31,108.3,1.5,"63 km W of Tyonek, Alaska",ak,red
32.127,-101.041,8.24,2.1,"25 km S of Westbrook, Texas",tx,red
58.088,-155.773,2.9,1.8,"84 km SE of King Salmon, Alaska",ak,red
38.798,-122.749,1.01,2.4,"2 km NNE of The Geysers, CA",nc,yellow
39.158,-123.588,4.19,1.88,"16 km ESE of Navarro Head, CA",nc,yellow
61.35,-151.915,88.9,1.6,"50 km WNW of Beluga, Alaska",ak,red
60.69,-152.066,80.9,1.6,"41 km W of Salamatof, Alaska",ak,red
61.313,-146.989,6.6,2.0,"39 km WNW of Valdez, Alaska",ak,red
19.353,-155.295,3.08,1.72,"11 km SSW of Volcano, Hawaii",hv,red
-5.012,153.472,63.88,4.7,"152 km ESE of Kokopo, Papua New Guinea",us,red
-20.758,-174.174,10.0,4.5,Tonga,us,red
54.586,-161.644,35.0,2.8,"68 km SE of King Cove, Alaska",us,red
34.918,-118.196,9.46,1.73,"7 km NNW of Rosamond, CA",ci,yellow
19.19,-155.496,34.32,2.13,"2 km SW of Pāhala, Hawaii",hv,red
19.135,-155.348,30.42,2.12,"15 km ESE of Pāhala, Hawaii",hv,red
60.975,-146.984,12.8,1.6,"20 km NW of Tatitlek, Alaska",ak,red
19.42,-155.633,-1.05,1.8,"Island of Hawaii, Hawaii",hv,red
63.531,-150.929,8.3,1.8,"39 km E of Denali National Park, Alaska",ak,red
-5.485,145.713,82.4,4.6,"30 km SSW of Madang, Papua New Guinea",us,red
19.18,-155.499,35.05,2.03,"3 km SW of Pāhala, Hawaii",hv,red
51.367,-179.249,24.7,2.4,"189 km WSW of Adak, Alaska",ak,red
35.636,-96.91,16.06,2.91,"7 km SSW of Chandler, Oklahoma",ok,green
17.964,-66.955,7.48,2.01,"4 km WSW of Fuig, Puerto Rico",pr,yellow
17.953,-66.952,6.77,1.69,"5 km WSW of Guánica, Puerto Rico",pr,yellow
51.176,-178.158,21.4,2.4,"131 km SW of Adak, Alaska",ak,red
63.227,-150.663,126.7,2.8,"63 km SE of Denali National Park, Alaska",ak,red
61.873,-150.566,0.3,1.6,"31 km WNW of Willow, Alaska",ak,red
61.548,-150.596,55.9,1.5,"4 km W of Susitna, Alaska",ak,red
51.895,-175.691,145.17,2.7,"64 km E of Adak, Alaska",us,red
57.194,-155.919,4.6,1.8,"95 km ESE of Ugashik, Alaska",ak,red
41.11,134.309,426.18,4.3,Sea of Japan,us,red
64.552,-18.074,10.0,4.1,"126 km S of Akureyri, Iceland",us,red
37.48,-118.845,6.42,1.92,"17 km WSW of Toms Place, CA",nc,yellow
54.843,-160.952,29.2,2.1,"62 km SSW of Sand Point, Alaska",ak,red
54.638,-159.848,18.4,2.2,"88 km SSE of Sand Point, Alaska",ak,red
19.185,-155.5,34.38,2.29,"3 km SW of Pāhala, Hawaii",hv,red
19.194,-155.493,34.56,2.04,,hv,red
28.971,-97.978,0.1,2.5,"4 km ESE of Falls City, Texas",tx,red
19.174,-155.492,31.67,1.84,"3 km SSW of Pāhala, Hawaii",hv,red
18.882,-67.388,7.87,3.2,Mona Passage,pr,yellow
51.642,-176.908,72.1,1.9,"32 km SW of Adak, Alaska",ak,red
51.769,178.468,105.16,2.8,"Rat Islands, Aleutian Islands, Alaska",us,red
17.94,-66.956,6.66,2.64,"6 km SW of Guánica, Puerto Rico",pr,yellow
31.686,-104.488,6.77,2.4,"55 km S of Whites City, New Mexico",tx,red
40.904,31.71,10.0,4.6,,us,red
23.962,122.331,10.0,4.9,"74 km E of Hualien City, Taiwan",us,red
-29.498,-177.545,61.54,4.5,"Kermadec Islands, New Zealand",us,red
54.645,-161.265,15.9,2.2,"81 km SE of King Cove, Alaska",ak,red
17.938,-66.832,11.22,2.03,Puerto Rico region,pr,yellow
59.676,-153.241,100.6,2.0,"50 km ESE of Pedro Bay, Alaska",ak,red
38.228,-112.314,8.41,1.56,"7 km NNW of Circleville, Utah",uu,green
51.683,-176.317,63.7,2.2,"30 km SE of Adak, Alaska",ak,red
58.172,-155.293,0.6,1.6,"83 km NW of Karluk, Alaska",ak,red
59.689,-152.567,73.8,1.6,"42 km WSW of Anchor Point, Alaska",ak,red
54.814,-160.738,19.4,2.0,"60 km SSW of Sand Point, Alaska",ak,red
58.894,-152.611,63.9,1.7,"64 km SW of Nanwalek, Alaska",ak,red
62.933,-150.672,108.7,1.7,"48 km N of Petersville, Alaska",ak,red
59.903,-150.969,44.5,1.8,"5 km N of Fox River, Alaska",ak,red
40.294,-122.19,26.27,2.26,"13 km NNE of Red Bluff, CA",nc,yellow
18.021,-66.782,17.41,1.98,"1 km ENE of Guayanilla, Puerto Rico",pr,yellow
63.297,-150.425,123.0,1.5,"70 km ESE of Denali National Park, Alaska",ak,red
17.937,-66.957,6.52,2.99,"6 km SW of Guánica, Puerto Rico",pr,yellow
17.902,-66.848,15.38,3.07,"9 km SSE of Maria Antonia, Puerto Rico",pr,yellow
61.975,-148.765,9.9,1.5,"21 km N of Sutton-Alpine, Alaska",ak,red
47.574,-70.046,17.26,1.7,"11 km SE of La Malbaie, Canada",us,red
-20.795,-70.327,71.59,4.6,"Near the coast of Tarapaca, Chile",us,red
17.931,-66.958,6.47,2.62,,pr,yellow
17.947,-66.958,7.61,2.94,"5 km WSW of Guánica, Puerto Rico",pr,yellow
67.595,-161.801,8.2,1.8,"49 km E of Noatak, Alaska",ak,red
-2.722,126.694,10.0,4.9,"108 km SE of Sanana, Indonesia",us,red
51.473,-177.289,58.9,2.1,"63 km SW of Adak, Alaska",ak,red
67.574,-161.724,9.7,1.7,"52 km E of Noatak, Alaska",ak,red
61.035,-152.422,108.7,1.6,"69 km W of Tyonek, Alaska",ak,red
54.55,-161.679,16.7,2.0,"70 km SE of King Cove, Alaska",ak,red
55.292,-160.332,11.2,1.9,"11 km ESE of Sand Point, Alaska",ak,red
40.587,-124.116,15.92,1.69,"4 km ESE of Fortuna, CA",nc,yellow
60.066,-152.995,110.8,2.9,"69 km ENE of Pedro Bay, Alaska",ak,red
61.26,-149.953,38.2,2.1,"5 km NNW of Anchorage, Alaska",ak,red
27.416,127.667,104.96,4.6,"53 km NW of Iheya, Japan",us,red
44.627,-117.729,7.0,2.33,Oregon-Idaho border region,uw,green
19.336,-155.301,2.66,1.87,"13 km SSW of Volcano, Hawaii",hv,red
42.958,-111.497,2.55,2.15,"34 km NNE of Soda Springs, Idaho",mb,green
7.466,-36.7,10.0,5.5,central Mid-Atlantic Ridge,us,red
23.975,122.323,25.54,4.3,"73 km E of Hualien City, Taiwan",us,red
34.371,24.27,10.0,4.5,"Crete, Greece",us,red
44.241,-115.116,10.0,2.4,"14 km W of Stanley, Idaho",us,red
24.016,122.288,31.57,4.5,"69 km E of Hualien City, Taiwan",us,red
23.985,122.274,20.45,4.9,"68 km E of Hualien City, Taiwan",us,red
51.211,-178.489,23.5,2.8,"148 km WSW of Adak, Alaska",ak,red
37.287,-114.784,9.8,1.6,"34 km ESE of Alamo, Nevada",nn,yellow
34.341,136.652,353.93,4.0,"western Honshu, Japan",us,red
19.327,-155.31,2.94,2.07,"15 km SSW of Volcano, Hawaii",hv,red
18.109,-66.94,15.34,2.21,Puerto Rico region,pr,yellow
60.447,-152.323,86.2,1.5,"56 km WNW of Clam Gulch, Alaska",ak,red
19.2,-155.378,29.31,1.84,"10 km E of Pāhala, Hawaii",hv,red
-58.377,-26.38,120.47,4.5,,us,red
19.34,-155.304,3.24,1.74,"13 km SSW of Volcano, Hawaii",hv,red
68.513,-146.835,4.5,1.5,"68 km NW of Arctic Village, Alaska",ak,red
-31.307,179.727,401.46,5.7,,us,red
42.953,-111.511,6.49,2.7,southern Idaho,us,red
-5.672,145.982,68.27,4.9,"54 km SSE of Madang, Papua New Guinea",us,red
54.143,-168.809,19.2,2.4,"134 km N of Nikolski, Alaska",ak,red
-60.502,-25.639,10.0,4.8,South Sandwich Islands region,us,red
32.659,140.872,57.55,4.8,,us,red
-5.137,145.908,128.84,4.4,"16 km NE of Madang, Papua New Guinea",us,red
34.384,24.244,10.0,4.2,"52 km SSE of Kastrí, Greece",us,red
17.976,-68.306,11.95,3.74,"54 km SE of Boca de Yuma, Dominican Republic",pr,yellow
42.961,-111.476,1.59,2.77,"35 km W of Freedom, Idaho",mb,green
58.366,-150.826,10.9,1.9,"110 km ENE of Ouzinkie, Alaska",ak,red
55.313,-160.345,10.3,2.2,"10 km ESE of Sand Point, Alaska",ak,red
31.78,-116.903,9.56,1.95,"25 km WSW of El Sauzal, B.C., MX",ci,yellow
19.19,-155.489,31.41,2.18,"1 km SW of Pāhala, Hawaii",hv,red
55.322,-160.332,13.2,2.0,"10 km E of Sand Point, Alaska",ak,red
41.499,142.062,61.26,4.9,"74 km ENE of Mutsu, Japan",us,red
52.239,-174.47,6.47,1.6,"19 km WNW of Atka, Alaska",av,yellow
16.229,-98.661,35.03,4.8,"25 km SW of Montecillos, Mexico",us,red
-21.191,-179.209,608.04,4.3,Fiji region,us,red
58.296,-154.771,97.2,1.9,"83 km NNW of Karluk, Alaska",ak,red
38.479,-123.257,3.83,1.63,"4 km SSW of Fort Ross, CA",nc,yellow
54.442,-161.463,8.2,2.0,"88 km SE of King Cove, Alaska",ak,red
65.168,-162.924,7.0,1.8,"58 km NNE of White Mountain, Alaska",ak,red
19.341,-155.118,-0.64,1.91,"13 km S of Fern Forest, Hawaii",hv,red
15.269,-94.021,35.0,4.1,"near the coast of Oaxaca, Mexico",us,red
37.576,-119.558,14.69,2.11,"18 km S of Yosemite Valley, CA",nc,yellow
56.193,-156.781,6.3,2.2,"101 km E of Chignik, Alaska",ak,red
68.738,-148.455,4.5,1.5,"137 km WNW of Arctic Village, Alaska",ak,red
17.989,-66.947,13.4,2.24,Puerto Rico region,pr,yellow
17.966,-66.943,12.78,3.08,"3 km SW of Fuig, Puerto Rico",pr,yellow
-5.606,146.175,73.92,4.4,"60 km SE of Madang, Papua New Guinea",us,red
17.93,-66.903,11.19,2.03,"4 km S of Guánica, Puerto Rico",pr,yellow
18.833,-64.556,8.0,3.56,"60 km NNE of Cruz Bay, U.S. Virgin Islands",pr,yellow
31.624,-104.359,8.03,2.0,"61 km S of Whites City, New Mexico",tx,red
-0.416,67.125,10.0,4.3,Carlsberg Ridge,us,red
17.998,-66.717,13.47,1.83,,pr,yellow
42.957,-111.494,2.43,1.83,"34 km NNE of Soda Springs, Idaho",mb,green
-0.969,66.888,10.0,4.4,Carlsberg Ridge,us,red
13.663,-91.925,10.0,4.3,,us,red
42.954,-111.495,2.2,1.8,,mb,green
42.606,143.218,98.04,4.2,"6 km SSE of Sarabetsu, Japan",us,red
42.94,-111.52,0.33,3.6,"32 km NNE of Soda Springs, Idaho",us,red
19.306,-155.058,38.21,2.11,"19 km SSE of Fern Forest, Hawaii",hv,red
-0.443,67.249,10.0,4.5,Carlsberg Ridge,us,red
61.114,-152.237,112.5,1.9,"59 km W of Tyonek, Alaska",ak,red
37.578,-118.478,9.58,1.81,"18 km E of Toms Place, CA",nc,yellow
38.998,-118.409,7.6,2.0,"35 km E of Schurz, Nevada",nn,yellow
61.659,-149.899,18.0,2.0,"5 km NW of Houston, Alaska",ak,red
66.304,-157.423,1.1,1.5,"66 km S of Shungnak, Alaska",ak,red
19.166,-155.708,7.88,2.13,"12 km NNE of Hawaiian Ocean View, Hawaii",hv,red
51.819,-175.695,68.52,2.5,"65 km E of Adak, Alaska",us,red
36.489,-89.567,9.03,2.31,southeastern Missouri,nm,green
59.764,-153.494,122.4,1.9,"34 km E of Pedro Bay, Alaska",ak,red
63.139,-144.398,9.3,1.5,"40 km NW of Mentasta Lake, Alaska",ak,red
61.207,-151.494,69.3,1.5,"23 km WNW of Beluga, Alaska",ak,red
-20.054,-69.077,104.32,4.1,"68 km ENE of La Tirana, Chile",us,red
19.193,-155.626,6.62,2.61,"13 km N of Wai‘ōhinu, Hawaii",hv,red
19.23,-155.39,29.26,2.28,"9 km ENE of Pāhala, Hawaii",hv,red
38.822,-122.789,1.29,1.87,"6 km W of Cobb, CA",nc,yellow
52.119,-171.739,70.8,3.1,"Fox Islands, Aleutian Islands, Alaska",ak,red
36.502,-89.553,8.25,1.94,southeastern Missouri,nm,green
62.878,-151.284,105.3,1.5,"50 km NNW of Petersville, Alaska",ak,red
19.362,-155.123,40.08,1.76,"11 km S of Fern Forest, Hawaii",hv,red
40.742,-122.306,-0.57,1.74,"9 km NE of Shasta Lake, CA",nc,yellow
61.279,-150.527,43.7,2.4,"29 km S of Susitna, Alaska",ak,red
34.591,61.964,10.0,4.5,"33 km NE of Zindah Jān, Afghanistan",us,red
20.047,-155.94,6.18,2.59,,hv,red
35.812,-94.766,0.0,1.6,"0 km N of Rocky Mountain, Oklahoma",ok,green
51.12,-178.478,25.6,3.0,"153 km SW of Adak, Alaska",ak,red
42.957,-111.48,1.65,2.87,"35 km NNE of Soda Springs, Idaho",mb,green
40.512,-124.414,17.49,1.67,"15 km WSW of Ferndale, CA",nc,yellow
19.221,-155.455,33.48,1.86,,hv,red
40.817,-119.589,6.7,2.3,"26 km NW of Gerlach, Nevada",nn,yellow
54.358,-161.498,10.0,2.7,"94 km SSE of King Cove, Alaska",us,red
31.673,-104.192,5.03,2.0,western Texas,tx,red
19.254,-155.402,29.94,1.89,"9 km NE of Pāhala, Hawaii",hv,red
58.052,-32.276,10.0,4.3,Reykjanes Ridge,us,red
58.162,-32.5,10.0,4.6,Reykjanes Ridge,us,red
53.132,-161.985,35.0,2.7,south of Alaska,us,red
18.534,119.714,10.0,4.4,"91 km W of Davila, Philippines",us,red
61.212,-151.217,61.3,2.8,"10 km NW of Beluga, Alaska",ak,red
38.146,-118.035,5.1,1.5,"27 km SSE of Mina, Nevada",nn,yellow
44.463,-115.22,6.15,1.53,"35 km NW of Stanley, Idaho",mb,green
-15.453,-72.457,111.32,4.5,"24 km SSW of Orcopampa, Peru",us,red
52.394,-173.444,136.38,3.8,"56 km ENE of Atka, Alaska",us,red
52.835,-167.33,47.2,2.0,"Fox Islands, Aleutian Islands, Alaska",ak,red
40.419,-125.949,10.0,2.94,"141 km W of Petrolia, CA",nc,yellow
19.401,-155.279,6.95,1.72,"6 km SW of Volcano, Hawaii",hv,red
19.973,-155.499,27.51,1.8,"12 km SSW of Honoka‘a, Hawaii",hv,red
36.347,70.969,117.33,4.4,"58 km SSE of Jurm, Afghanistan",us,red
37.282,62.27,10.0,4.2,"8 km WSW of Yolöten, Turkmenistan",us,red
38.686,-122.499,6.75,1.51,"12 km SE of Middletown, CA",nc,yellow
31.723,-104.549,5.64,2.3,,tx,red
19.179,-155.486,33.65,2.01,"2 km SSW of Pāhala, Hawaii",hv,red
37.983,-122.062,14.8,1.99,"1 km E of Pacheco, CA",nc,yellow
60.36,-153.06,128.3,1.5,"71 km ENE of Port Alsworth, Alaska",ak,red
-17.846,-178.449,579.1,4.1,,us,red
33.974,-117.131,16.4,1.63,"7 km WSW of Calimesa, CA",ci,yellow
60.078,-152.341,90.4,1.6,"36 km WNW of Happy Valley, Alaska",ak,red
31.677,-104.19,6.09,3.1,"55 km NW of Toyah, Texas",tx,red
34.777,61.85,10.0,4.2,,us,red
59.553,-151.318,41.8,1.9,"7 km SW of Halibut Cove, Alaska",ak,red
67.191,-154.672,0.9,2.1,northern Alaska,ak,red
33.357,-117.928,4.52,1.72,"25 km WSW of Dana Point, CA",ci,yellow
37.776,73.98,85.91,4.4,"43 km S of Murghob, Tajikistan",us,red
38.685,-122.499,6.65,2.12,"13 km SE of Middletown, CA",nc,yellow
41.08,140.16,172.48,5.0,"Hokkaido, Japan region",us,red
60.28,-151.362,56.0,1.5,"5 km NNE of Clam Gulch, Alaska",ak,red
31.722,-104.348,6.03,1.8,"50 km S of Whites City, New Mexico",tx,red
19.194,-155.368,30.95,1.98,,hv,red
18.007,-66.741,13.19,2.05,"2 km WNW of Tallaboa, Puerto Rico",pr,yellow
54.235,-159.744,25.7,2.8,"131 km SSE of Sand Point, Alaska",ak,red
-23.513,-179.99,537.17,5.1,,us,red
19.205,-155.373,29.86,1.82,"11 km E of Pāhala, Hawaii",hv,red
69.185,-144.696,4.1,1.5,"113 km SSW of Kaktovik, Alaska",ak,red
53.316,-164.346,17.6,2.6,"131 km SE of Akutan, Alaska",ak,red
-37.143,78.146,10.0,4.6,,us,red
43.141,-110.937,5.0,1.57,Wyoming,mb,green
44.328,-110.849,5.75,2.98,"42 km SSE of West Yellowstone, Montana",uu,green
34.536,61.982,10.0,4.0,"28 km NW of Herāt, Afghanistan",us,red
60.179,-139.533,8.1,1.7,"71 km N of Yakutat, Alaska",ak,red
61.96,-144.035,3.0,1.6,"53 km NNE of Chitina, Alaska",ak,red
63.239,-150.436,112.5,1.5,"72 km ESE of Denali National Park, Alaska",ak,red
34.146,-117.408,4.29,1.99,"6 km NW of Rialto, CA",ci,yellow
34.144,-117.41,4.92,2.08,"6 km NW of Rialto, CA",ci,yellow
60.118,-153.398,144.9,1.9,"51 km E of Port Alsworth, Alaska",ak,red
-8.9,124.013,112.47,4.3,"52 km NW of Pante Makasar, Timor Leste",us,red
28.78,-98.519,10.3,2.1,"2 km WSW of Christine, Texas",tx,red
51.13,-178.525,21.3,3.1,"155 km WSW of Adak, Alaska",ak,red
18.131,-68.984,90.0,3.88,"32 km S of La Romana, Dominican Republic",pr,yellow
32.691,-115.741,8.46,1.77,"19 km NW of Progreso, B.C., MX",ci,yellow
36.417,-120.983,11.02,1.7,"19 km SE of Pinnacles, CA",nc,yellow
19.205,-155.378,28.09,2.15,"10 km E of Pāhala, Hawaii",hv,red
59.89,-153.229,125.7,1.8,"50 km ENE of Pedro Bay, Alaska",ak,red
59.543,-153.426,114.9,2.4,"46 km SE of Pedro Bay, Alaska",ak,red
61.65,-151.021,67.3,2.0,Southern Alaska,ak,red
59.96,-152.643,88.9,1.6,"49 km WNW of Anchor Point, Alaska",ak,red
61.431,-151.777,77.4,1.5,"49 km NW of Beluga, Alaska",ak,red
43.424,-110.849,10.11,1.8,"4 km W of Rafter J Ranch, Wyoming",us,red
63.118,-150.987,128.3,1.5,Central Alaska,ak,red
54.843,-160.298,35.6,2.1,"56 km SSE of Sand Point, Alaska",ak,red
-2.901,-79.094,85.44,4.5,"9 km W of Cuenca, Ecuador",us,red
53.136,-167.019,4.1,2.1,"88 km SSW of Unalaska, Alaska",ak,red
6.87,-73.144,143.63,4.2,"14 km ENE of Zapatoca, Colombia",us,red
44.322,-115.173,10.12,1.96,"22 km WNW of Stanley, Idaho",mb,green
51.918,-176.542,2.04,1.98,"8 km NE of Adak, Alaska",av,yellow
-51.795,139.5,7.06,5.9,western Indian-Antarctic Ridge,us,red
37.851,24.155,10.0,4.4,,us,red
20.102,-156.118,39.91,3.2,"32 km WNW of Puako, Hawaii",hv,red
62.105,-147.23,21.2,2.4,"18 km N of Eureka Roadhouse, Alaska",ak,red
32.325,-101.088,11.96,2.8,"7 km WSW of Westbrook, Texas",tx,red
18.966,-66.265,26.4,3.18,"55 km N of Brenas, Puerto Rico",pr,yellow
60.101,-152.758,104.9,1.8,"59 km WNW of Happy Valley, Alaska",ak,red
44.67,-114.375,5.04,1.82,"21 km NNW of Challis, Idaho",mb,green
40.296,-126.804,10.0,2.7,"217 km W of Ferndale, California",us,red
51.988,-176.413,10.14,1.5,"19 km NE of Adak, Alaska",av,yellow
39.624,-119.641,9.1,1.6,"6 km ESE of Spanish Springs, Nevada",nn,yellow
48.498,-125.106,12.61,2.02,"38 km WNW of Neah Bay, Washington",uw,green
39.626,-119.64,9.4,2.3,Nevada,nn,yellow
39.621,-119.641,8.3,2.0,"6 km ESE of Spanish Springs, Nevada",nn,yellow
-56.327,-26.634,41.17,5.4,South Sandwich Islands region,us,red
17.95,-66.95,12.88,2.7,"5 km WSW of Guánica, Puerto Rico",pr,yellow
36.03,68.74,10.0,4.7,"9 km NNE of Pul-e Khumrī, Afghanistan",us,red
61.666,-27.193,10.0,4.4,Iceland region,us,red
52.863,-167.326,35.0,2.9,"103 km E of Nikolski, Alaska",us,red
60.965,-152.104,94.2,1.8,"53 km WSW of Tyonek, Alaska",ak,red
19.18,-155.497,34.69,1.86,"3 km SW of Pāhala, Hawaii",hv,red
38.514,-119.536,5.9,1.6,,nn,yellow
13.782,120.835,10.0,5.0,,us,red
69.187,-144.741,7.7,1.6,"113 km SSW of Kaktovik, Alaska",ak,red
62.81,-150.996,96.1,1.5,Central Alaska,ak,red
59.633,-152.108,60.0,2.0,"22 km SW of Anchor Point, Alaska",ak,red
36.056,68.776,10.0,4.9,"10 km SE of Baghlān, Afghanistan",us,red
13.848,144.554,151.2,4.5,"45 km NNW of Asan-Maina Village, Guam",us,red
51.231,-177.791,43.18,3.5,"107 km SW of Adak, Alaska",us,red
-11.358,166.276,102.22,4.5,"87 km SE of Lata, Solomon Islands",us,red
66.364,-154.584,14.7,1.5,"38 km NNW of Hughes, Alaska",ak,red
-15.895,-69.557,254.33,4.6,"19 km SE of Taquile, Peru",us,red
36.471,-120.878,15.66,2.04,"19 km WNW of New Idria, CA",nc,yellow
44.241,148.51,40.25,5.1,"120 km SSE of Kuril’sk, Russia",us,red
60.527,-152.65,113.1,1.6,"73 km W of Salamatof, Alaska",ak,red
40.791,-121.892,10.05,2.21,"4 km ESE of Round Mountain, CA",nc,yellow
-49.259,125.257,10.0,4.4,western Indian-Antarctic Ridge,us,red
-6.631,129.025,216.58,4.3,Banda Sea,us,red
36.471,-120.878,18.14,2.54,"19 km WNW of New Idria, CA",nc,yellow
36.466,-120.881,17.23,3.0,"19 km WNW of New Idria, CA",nc,yellow
19.184,-155.501,31.6,1.83,"3 km SW of Pāhala, Hawaii",hv,red
51.66,100.162,10.0,4.1,,us,red
60.166,-152.697,106.7,1.5,"58 km WNW of Ninilchik, Alaska",ak,red
17.902,-66.92,14.28,2.32,"7 km S of Guánica, Puerto Rico",pr,yellow
67.836,-145.296,7.6,1.5,"33 km SSE of Arctic Village, Alaska",ak,red
18.049,-66.871,3.93,2.24,"2 km NW of Yauco, Puerto Rico",pr,yellow
56.168,-158.054,63.8,2.3,"25 km ESE of Chignik, Alaska",ak,red
33.123,-98.171,3.89,2.2,,tx,red
29.543,81.24,10.0,4.4,"42 km NE of Dipayal, Nepal",us,red
57.138,-156.396,82.7,2.1,"73 km SE of Ugashik, Alaska",ak,red
55.166,-160.423,54.3,1.9,"19 km SSE of Sand Point, Alaska",ak,red
14.883,-87.56,10.0,4.6,"14 km NNE of La Libertad, Honduras",us,red
38.226,-118.282,8.2,2.4,"23 km SW of Mina, Nevada",nn,yellow
44.38,-114.147,9.51,1.98,"15 km SSE of Challis, Idaho",mb,green
44.229,-115.1,10.0,2.4,"12 km W of Stanley, Idaho",us,red
44.228,-115.107,8.83,1.97,"13 km W of Stanley, Idaho",mb,green
37.009,-113.646,3.97,1.85,"11 km SSW of Saint George, Utah",uu,green
44.236,-115.091,5.59,2.9,"12 km W of Stanley, Idaho",us,red
35.849,-97.822,5.5,2.22,"9 km E of Kingfisher, Oklahoma",ok,green
60.733,-152.088,83.6,2.4,Southern Alaska,ak,red
1.924,-102.095,10.0,4.6,Galapagos Triple Junction region,us,red
19.203,-155.507,35.74,2.04,"3 km W of Pāhala, Hawaii",hv,red
36.0,-120.563,1.06,1.51,"16 km NW of Parkfield, CA",nc,yellow
35.052,-118.352,-0.93,1.7,"13 km SE of Tehachapi, CA",ci,yellow
58.724,-154.211,4.0,2.2,"86 km SSE of Kokhanok, Alaska",ak,red
32.264,-100.469,0.46,1.8,"21 km SSE of Roscoe, Texas",tx,red
54.877,-160.032,15.6,1.9,"59 km SSE of Sand Point, Alaska",ak,red
30.194,139.817,10.0,4.0,"Izu Islands, Japan region",us,red
54.087,-161.558,0.8,2.4,"119 km SSE of King Cove, Alaska",ak,red
18.644,-65.939,49.62,3.02,"24 km NNW of Loíza, Puerto Rico",pr,yellow
54.502,-159.806,13.8,2.2,"102 km SSE of Sand Point, Alaska",ak,red
60.662,-151.795,78.2,1.5,"26 km W of Salamatof, Alaska",ak,red
53.93,-161.507,28.4,3.0,"136 km SSE of King Cove, Alaska",ak,red
59.768,-152.164,68.4,1.5,"18 km W of Anchor Point, Alaska",ak,red
65.592,-165.251,0.9,1.9,"63 km NE of Teller, Alaska",ak,red
54.394,-161.476,4.8,2.0,"91 km SE of King Cove, Alaska",ak,red
64.439,-146.486,3.7,2.2,Central Alaska,ak,red
32.729,-115.558,11.36,1.72,"3 km W of Heber, CA",ci,yellow
44.23,-115.105,8.23,1.67,"13 km W of Stanley, Idaho",mb,green
58.786,-155.016,133.1,2.9,"74 km S of Kokhanok, Alaska",ak,red
66.83,-147.396,12.5,1.8,"47 km WSW of Venetie, Alaska",ak,red
63.057,-150.922,119.1,2.0,"63 km N of Petersville, Alaska",ak,red
60.036,-153.29,132.9,1.9,"53 km ENE of Pedro Bay, Alaska",ak,red
35.752,-117.54,10.62,1.87,"12 km W of Searles Valley, CA",ci,yellow
19.017,-67.194,11.0,3.57,"58 km N of San Antonio, Puerto Rico",pr,yellow
19.368,-155.283,1.74,2.08,"9 km SSW of Volcano, Hawaii",hv,red
31.613,-104.091,6.23,2.3,"43 km NW of Toyah, Texas",tx,red
-39.064,178.789,10.0,4.7,"74 km ESE of Wainui, New Zealand",us,red
65.8,-163.551,5.5,2.1,"48 km SW of Deering, Alaska",ak,red
60.085,-152.834,92.9,1.9,"63 km WNW of Happy Valley, Alaska",ak,red
34.043,-118.687,9.73,1.71,"1 km N of Malibu Beach, CA",ci,yellow
59.227,-153.027,76.4,2.5,"64 km WSW of Nanwalek, Alaska",ak,red
32.729,-115.56,11.41,1.71,"3 km W of Heber, CA",ci,yellow
22.791,120.514,15.97,4.7,"28 km NE of Kaohsiung, Taiwan",us,red
61.689,-151.798,96.0,2.2,,ak,red
19.117,-155.475,34.12,2.01,"9 km S of Pāhala, Hawaii",hv,red
63.151,-149.742,85.1,3.3,"47 km SW of Cantwell, Alaska",ak,red
65.344,-162.785,6.8,1.9,"79 km NNE of White Mountain, Alaska",ak,red
37.113,-122.324,11.96,1.58,"17 km WNW of Bonny Doon, CA",nc,yellow
19.178,-155.503,32.27,2.14,"3 km SW of Pāhala, Hawaii",hv,red
18.617,-66.75,11.15,3.12,,pr,yellow
38.874,43.44,10.0,4.5,"18 km SSE of Erciş, Turkey",us,red
33.753,-116.078,4.98,1.58,"12 km NE of Coachella, CA",ci,yellow
-6.772,155.23,48.96,5.1,"Bougainville region, Papua New Guinea",us,red
19.157,-155.472,32.38,1.75,"5 km S of Pāhala, Hawaii",hv,red
-25.096,179.618,508.54,4.4,south of the Fiji Islands,us,red
38.182,-117.878,9.8,1.6,"30 km SE of Mina, Nevada",nn,yellow
33.218,-116.04,9.99,1.52,"12 km SW of Salton City, CA",ci,yellow
64.688,-149.131,18.8,1.6,"9 km N of Four Mile Road, Alaska",ak,red
